abbatial|abbatiale
blet|blette
bleu|bleue
bleuté|bleutée
bleuâtre|bleuâtre
blindé|blindée
blond|blonde
blâmable|blâmable
blême|blême
bohème|bohème
bohémien|bohémienne
boiteux|boiteuse
bolchevik|bolchevik
bolchevique|bolchevique
bolivien|bolivienne
bon|bonne
bonasse|bonasse
bondé|bondée
bordelais|bordelaise
borgne|borgne
borgésien|borgésienne
boréal|boréale
bossu|bossue
bot|bote
botswanais|botswanaise
botté|bottée
bouddhique|bouddhique
bouddhiste|bouddhiste
boudeur|boudeuse
boueux|boueuse
bouffon|bouffonne
bouffonnant|bouffonnante
bouffonneux|bouffonneuse
bougon|bougonne
bouillant|bouillante
bouillonnant|bouillonnante
bouleversant|bouleversante
boulimique|boulimique
boulot|boulotte
bourdonnant|bourdonnante
bourgeois|bourgeoise
bourrelé|bourrelée
bourru|bourrue
boursier|boursière
boutonneux|boutonneuse
bouvillois|bouvilloise
bovin|bovine
brachial|brachiale
brahmanique|brahmanique
branchial|branchiale
braque|braque
brassicole|brassicole
brave|brave
bredouille|bredouille
bref|brève
brejnévien|brejnévienne
breton|bretonne
brevetable|brevetable
bricoleur|bricoleuse
bridé|bridée
brillant|brillante
brilliant|brilliante
britannique|britannique
bronchique|bronchique
brouillon|brouillonne
bruissant|bruissante
brumeux|brumeuse
brun|brune
brunâtre|brunâtre
brusque|brusque
brut|brute
brutal|brutale
bruxellois|bruxelloise
bruyant|bruyante
brésilien|brésilienne
brûlant|brûlante
buccal|buccale
bucolique|bucolique
budgétaire|budgétaire
buissonneux|buissonneuse
buissonnier|buissonnière
bulgare|bulgare
bureaucratique|bureaucratique
bureautique|bureautique
burlesque|burlesque
burundais|burundaise
buvable|buvable
byzantin|byzantin
byzantin|byzantine
bâtard|bâtarde
bâti|bâtie
bègue|bègue
béant|béante
béarnais|béarnaise
béat|béate
bédouin|bédouine
bée|bée
bégueule|bégueule
bénin|bénigne
bénit|bénite
bénéficiaire|bénéficiaire
bénéfique|bénéfique
bénévole|bénévole
bêta|bêtasse
bête|bête
cabochard|cabocharde
cabotin|cabotine
cachectique|cachectique
cacher|cacher
cacochyme|cacochyme
cadastral|cadastrale
cadavéreux|cadavéreuse
cadavérique|cadavérique
cadet|cadette
caduc|caduque
caecal|caecale
cafard|cafarde
cagneux|cagneuse
cagot|cagote
cahotant|cahotante
cahoteux|cahoteuse
caillouteux|caillouteuse
calcaire|calcaire
calcifié|calcifiée
californien|californienne
calleux|calleuse
callipyge|callipyge
calme|calme
calomnieux|calomnieuse
calorifique|calorifique
calorifère|calorifère
calédonien|calédonienne
camard|camarde
cambial|cambiale
cambodgien|cambodgienne
camerounais|camerounaise
campagnard|campagnarde
campanien|campanienne
camus|camuse
canadien|canadienne
canaque|canaque
canarien|canarienne
cancéreux|cancéreuse
cancérigène|cancérigène
cancérogène|cancérogène
candide|candide
canin|canine
cannibale|cannibale
cannois|cannoise
canonial|canoniale
canonique|canonique
cantabrique|cantabrique
cantonais|cantonaise
cantonal|cantonale
capable|capable
capital|capitale
capitalisable|capitalisable
capitaliste|capitaliste
capiteux|capiteuse
capitulaire|capitulaire
capon|caponne
capot|capot
capricieux|capricieuse
caprin|caprine
captieux|captieuse
captif|captive
captivant|captivante
carabiné|carabinée
caractéristique|caractéristique
carbonifère|carbonifère
carbonique|carbonique
carcinogène|carcinogène
carcinoïde|carcinoïde
carcéral|carcérale
cardiaque|cardiaque
cardinal|cardinale
caricatural|caricaturale
caritatif|caritatives
carminatif|carminative
carminé|carminée
carnassier|carnassière
carnivore|carnivore
carné|carnée
carolingien|carolingienne
carrossable|carrossable
carré|carrée
cartésien|cartésienne
casablancais|casablancaise
casanier|casanière
cascher|cascher
casqué|casquée
cassant|cassante
castillan|castillane
cataclysmal|cataclysmale
catalan|catalane
catalectique|catalectique
cataleptique|cataleptique
catalytique|catalytique
catastrophique|catastrophique
cathartique|cathartique
cathodique|cathodique
catholique|catholique
catégoriel|catégorielle
catégorique|catégorique
caténaire|caténaire
caucasien|caucasienne
cauchemardesque|cauchemardesque
caudal|caudale
causal|causale
caustique|caustique
cauteleux|cauteleuse
cavalier|cavalière
cave|cave
caverneux|caverneuse
cellulaire|cellulaire
celtique|celtique
cendreux|cendreuse
cendré|cendrée
censorial|censoriale
censé|censée
centenaire|centenaire
centennal|centennale
centrafricain|centrafricaine
central|centrale
centralisateur|centralisatrice
centraliste|centraliste
centraméricain|centraméricaine
centriste|centriste
centroaméricain|centroaméricaine
centésimal|centésimale
certain|certaine
certain|certaine
cervical|cervicale
cessant|cessante
cessible|cessible
chafouin|chafouine
chagrin|chagrine
chaleureux|chaleureuse
champêtre|champêtre
chanceux|chanceuse
chantant|chantante
chaotique|chaotique
chapitral|chapitrale
charbonnier|charbonnière
charentais|charentaise
charismatique|charismatique
charitable|charitable
charmant|charmante
charmeur|charmeuse
charnel|charnelle
charnu|charnue
chassable|chassable
chassieux|chassieuse
chaste|chaste
chaud|chaude
chauve|chauve
chauvin|chauvine
chenu|chenue
cher|chère
chevaleresque|chevaleresque
chevelu|chevelue
chevronné|chevronnée
chic|chic
chicanier|chicanière
chiche|chiche
chiite|chiite
chilien|chilienne
chimique|chimique
chimérique|chimérique
chinois|chinoise
chirurgical|chirurgicale
chlorhydrique|chlorhydrique
chloré|chlorée
cholérique|cholérique
choquant|choquante
chorégraphique|chorégraphique
chromé|chromée
chronique|chronique
chronologique|chronologique
chrétien|chrétienne
chypriote|chypriote
châtain|châtain
chétif|chétive
cicatriciel|cicatricielle
ciliaire|ciliaire
cingalais|cingalaise
cinghalais|cinghalaise
cinglant|cinglante
cinquantenaire|cinquantenaire
cinématographique|cinématographique
cinéphile|cinéphile
cinétique|cinétique
circonflexe|circonflexe
circonspect|circonspecte
circonstanciel|circonstancielle
circonstancié|circonstanciée
circonvoisin|circonvoisin
circulaire|circulaire
circulatoire|circulatoire
circumpolaire|circumpolaire
cireux|cireuse
cisalpin|cisalpine
citadin|citadine
citrique|citrique
citron|citron
citérieur|citérieure
civil|civile
civilisé|civilisée
civique|civique
clair|claire
clairet|clairette
clairsemé|clairsemée
clairvoyant|clairvoyante
clandestin|clandestine
classique|classique
clastique|clastique
claudicant|claudicante
claustral|claustrale
clientéliste|clientéliste
climatique|climatique
climatérique|climatérique
clinique|clinique
clinquant|clinquante
cloacal|cloacale
clopinant|clopinante
clownesque|clownesque
clément|clémente
clérical|cléricale
coaxial|coaxiale
cocasse|cocasse
cochon|cochonne
cochère|cochère
codé|codée
codétenu|codétenue
coercitif|coercitive
cofinancé|cofinancée
cognitif|cognitive
cohérent|cohérente
cohésif|cohésive
coi|coite
coliforme|coliforme
collaborationniste|collaborationniste
collant|collante
collatéral|collatérale
collectif|collective
collectivisé|collectivisée
colloïdal|colloïdale
collégial|collégiale
colombien|colombienne
colonial|coloniale
colorant|colorante
colossal|colossale
coléreux|coléreuse
colérique|colérique
comateux|comateuse
combatif|combative
combattant|combattante
comble|comble
combustible|combustible
comestible|comestible
comique|comique
comitial|comitiale
commandité|commanditée
commençant|commençante
commercial|commerciale
commercialisable|commercialisable
commerçant|commerçante
comminatoire|comminatoire
commissoire|commissoire
commode|commode
commun|commune
communal|communale
communautaire|communautaire
communicable|communicable
communicant|communicante
communisant|communisante
communiste|communiste
commémoratif|commémorative
compact|compacte
comparable|comparable
comparatif|comparative
compatible|compatible
compatissant|compatissante
compensateur|compensatrice
compensatoire|compensatoire
complaisant|complaisante
complet|complète
complexe|complexe
complice|complice
compliqué|compliquée
complémentaire|complémentaire
comportemental|comportementale
composite|composite
compound|compound
compressible|compressible
compréhensible|compréhensible
compréhensif|compréhensive
compréhensif|compréhensives
comptable|comptable
compulsif|compulsive
compétent|compétente
compétitif|compétitive
compétitif|compétitives
comédien|comédienne
con|con
concave|concave
concentratif|concentratives
concentrique|concentrique
concepteur|conceptrice
conceptuel|conceptuelle
concerté|concertée
concessionnaire|concessionnaire
concevable|concevable
conchoïdal|conchoïdale
conchylicole|conchylicole
conciliable|conciliable
conciliaire|conciliaire
conciliant|conciliante
conciliateur|conciliatrice
concis|concise
concluant|concluante
concomitant|concomitante
concordant|concordante
concret|concrète
concupiscent|concupiscente
concurrent|concurrente
concurrentiel|concurrentielle
concussionnaire|concussionnaire
condamnable|condamnable
condensateur|condensatrice
conditionnel|conditionnelle
conducteur|conductrice
confessionnel|confessionnelle
confiant|confiante
confidentiel|confidentielle
conflictuel|conflictuelle
confluent|confluente
conforme|conforme
conformiste|conformiste
confortable|confortable
confucéen|confucéenne
confus|confuse
confédéral|confédérale
congolais|congolaise
congru|congrue
congréganiste|congréganiste
congénital|congénitale
congénère|congénère
conique|conique
conjectural|conjecturale
conjoint|conjointe
conjonctif|conjonctive
conjoncturel|conjoncturelle
conjoncturiste|conjoncturiste
conjugal|conjugale
connexe|connexe
conquérant|conquérante
consanguin|consanguine
consciencieux|consciencieuse
conscient|consciente
consensuel|consensuelle
consentant|consentante
conservateur|conservatrice
considérable|considérable
consignataire|consignataire
consistant|consistante
consomptible|consomptible
consonant|consonante
consonantique|consonantique
constant|constante
consternant|consternante
constituant|constituante
constitutif|constitutive
constitutionnel|constitutionnelle
constructible|constructible
constructif|constructive
consubstantiel|consubstantielle
consulaire|consulaire
consultable|consultable
consultatif|consultative
consécutif|consécutive
conséquent|conséquente
contagieux|contagieuse
contaminant|contaminante
contaminateur|contaminatrice
contemporain|contemporaine
content|contente
contentieux|contentieuse
contestable|contestable
contestataire|contestataire
contigu|contiguë
continent|continente
continental|continentale
contingent|contingente
contingentaire|contingentaire
continu|continue
continuel|continuelle
contondant|contondante
contraceptif|contraceptives
contractant|contractante
contractuel|contractuelle
contradictoire|contradictoire
contraignant|contraignante
contraire|contraire
contrastant|contrastante
contrepartiste|contrepartiste
contrevenant|contrevenante
contrit|contrite
controuvé|controuvée
controversé|controversée
contrôlable|contrôlable
contumax|contumax
convaincant|convaincante
convalescent|convalescente
convenable|convenable
conventionnel|conventionnelle
conventuel|conventuelle
convergent|convergente
convers|converse
convertible|convertible
convexe|convexe
convivial|conviviale
convulsif|convulsive
coopératif|coopératives
coordinateur|coordinatrice
coordonnateur|coordonnatrice
coparrainé|coparrainée
copieux|copieuse
coprophage|coprophage
coprésidé|coprésidée
copte|copte
coquet|coquette
corallien|corallienne
corallin|coralline
coranique|coranique
cordial|cordiale
coriace|coriace
cornélien|cornélienne
coronaire|coronaire
coronarien|coronarienne
corporatif|corporative
corporatiste|corporatiste
corporel|corporelle
corpulent|corpulente
correct|correcte
correctif|correctives
correctionnel|correctionnelle
correspondant|correspondante
corrosif|corrosive
corrélatif|corrélative
corrézien|corrézienne
corse|corse
cortical|corticale
coréen|coréenne
cosmique|cosmique
cosmopolite|cosmopolite
cossu|cossue
costal|costale
costaricain|costaricaine
costaricien|costaricienne
costaud|costaud
cotisant|cotisante
cotonneux|cotonneuse
cotonnier|cotonnière
couard|couarde
couillon|couillon
coulant|coulante
coulissant|coulissante
coupable|coupable
courageux|courageuse
courant|courante
courbatu|courbatue
courbe|courbe
court|courte
courtaud|courtaude
courtois|courtoise
coutumier|coutumière
couvert|couverte
coïncident|coïncidente
coûteux|coûteuse
craintif|craintive
cramoisi|cramoisie
crapule|crapule
crapuleux|crapuleuse
crasseux|crasseuse
crayeux|crayeuse
creusé|creusée
creux|creuse
criant|criante
criard|criarde
criminel|criminelle
cristallin|cristalline
critiquable|critiquable
critique|critique
croate|croate
crochu|crochue
croissant|croissante
croustillant|croustillante
croyable|croyable
croyant|croyante
cru|crue
crucial|cruciale
cruciforme|cruciforme
cruel|cruelle
crural|crurale
crâne|crâne
crânien|crânienne
créancier|créancière
créatif|créative
crédible|crédible
créditeur|créditrice
crédule|crédule
crématoire|crématoire
crémeux|crémeuse
créole|créole
crépu|crépue
crétacé|crétacée
crétois|crétoise
cubain|cubaine
cubique|cubique
cubital|cubitale
cuisant|cuisante
culinaire|culinaire
cultivable|cultivable
culturel|culturelle
cumulatif|cumulatives
cunéiforme|cunéiforme
cupide|cupide
curable|curable
curatif|curative
curatif|curatives
curieux|curieuse
cursif|cursive
curviligne|curviligne
cutané|cutanée
cyanhydrique|cyanhydrique
cyclable|cyclable
cyclique|cyclique
cyclopéen|cyclopéenne
cyclothymique|cyclothymique
cynique|cynique
cynégétique|cynégétique
cyprinicole|cyprinicole
cyrillique|cyrillique
cytologique|cytologique
câlin|câline
cégétiste|cégétiste
céladon|céladon
céleste|céleste
célibataire|célibataire
célèbre|célèbre
cérame|cérame
céruléen|céruléenne
céréalier|céréalière
cérébelleux|cérébelleuse
cérébral|cérébrale
cérémonieux|cérémonieuse
côtelé|côtelée
côtier|côtière
daltonien|daltonienne
dangereux|dangereuse
danois|danoise
dansant|dansante
dantesque|dantesque
danubien|danubienne
dauphinois|dauphinoise
definitif|definitives
demi|demie
dense|dense
dentaire|dentaire
dental|dentale
dentellier|dentellière
dentifrice|dentifrice
dermatologique|dermatologique
dernier|dernière
descendant|descendante
descriptif|descriptive
descriptif|descriptives
despotique|despotique
destructeur|destructrice
diabolique|diabolique
diabétique|diabétique
diacritique|diacritique
diagnostique|diagnostique
diagonal|diagonale
dialectal|dialectale
dialectique|dialectique
diamétral|diamétrale
diaphane|diaphane
dictatorial|dictatoriale
didactique|didactique
diffamatoire|diffamatoire
difficile|difficile
difforme|difforme
diffus|diffuse
différent|différente
différentiel|différentielle
digeste|digeste
digestif|digestive
digital|digitale
digne|digne
dijonnais|dijonnaise
dilatoire|dilatoire
diligent|diligente
diluvien|diluvienne
dingue|dingue
diocésain|diocésaine
dionysiaque|dionysiaque
diplomate|diplomate
diplomatique|diplomatique
diplômé|diplômée
direct|directe
directeur|directrice
directif|directive
directorial|directoriale
dirigeant|dirigeante
dirigiste|dirigiste
dirimant|dirimante
disant|disante
discal|discale
discernable|discernable
disciplinaire|disciplinaire
disco|disco
discographique|discographique
discontinu|discontinue
discordant|discordante
discourtois|discourtoise
discret|discrète
discriminatoire|discriminatoire
discrétionnaire|discrétionnaire
discursif|discursive
discutable|discutable
disert|diserte
disgracieux|disgracieuse
disparate|disparate
dispendieux|dispendieuse
dispersant|dispersante
disponible|disponible
dispos|dispose
disproportionné|disproportionnée
dissemblable|dissemblable
dissident|dissidente
dissolu|dissolue
dissonant|dissonante
dissuasif|dissuasives
dissyllabe|dissyllabe
dissyllabique|dissyllabique
distant|distante
distinct|distincte
distinctif|distinctives
distributionnel|distributionnelle
diurne|diurne
diurétique|diurétique
divergent|divergente
divers|diverse
divers|diverse
divin|divine
diététique|diététique
djiboutien|djiboutienne
docile|docile
docte|docte
doctoral|doctorale
doctrinaire|doctrinaire
doctrinal|doctrinal
doctrinal|doctrinale
dodu|dodue
dodécasyllabe|dodécasyllabe
dogmatique|dogmatique
dolent|dolente
dolichocéphale|dolichocéphale
domanial|domaniale
domestique|domestique
dominant|dominante
dominateur|dominatrice
dominical|dominicale
dommageable|dommageable
dorique|dorique
dorsal|dorsale
doré|dorée
doté|dotée
douanier|douanière
double|double
doucereux|doucereuse
douceâtre|douceâtre
douillet|douillette
douloureux|douloureuse
douteux|douteuse
doux|douce
draconien|draconienne
dramatique|dramatique
drastique|drastique
droit|droite
droitier|droitière
dru|drue
druze|druze
drôlatique|drôlatique
drôle|drôle
dual|duale
dubitatif|dubitative
ducal|ducale
ductile|ductile
duodécimal|duodécimale
duodénal|duodénale
dupe|dupe
dupé|dupée
dur|dure
durable|durable
dynamique|dynamique
dyssocial|dyssociale
déambulant|déambulante
débile|débile
débiteur|débitrice
débonnaire|débonnaire
débraillé|débraillée
débrouillard|débrouillarde
décadent|décadente
décaféiné|décaféinée
décapant|décapante
décapotable|décapotable
décasyllabe|décasyllabe
décavé|décavée
décelable|décelable
décennal|décennale
décent|décente
décevant|décevante
décharné|décharnée
déchirant|déchirante
décimal|décimale
décisif|décisive
décisionnel|décisionnelle
déclaratoire|déclaratoire
déclinant|déclinante
déclive|déclive
déconcertant|déconcertante
déconfit|déconfite
décoratif|décoratives
décousu|décousue
décroissant|décroissante
décrépit|décrépite
décuple|décuple
décuplé|décuplée
dédaigneux|dédaigneuse
déductible|déductible
défaillant|défaillante
défatigant|défatigante
défavorable|défavorable
défectif|défective
défectueux|défectueuse
défendable|défendable
défensif|défensive
défiant|défiante
déficient|déficiente
déficitaire|déficitaire
défini|définie
définitif|définitive
déflationniste|déflationniste
défunt|défunte
déférent|déférente
dégingandé|dégingandée
dégoûtant|dégoûtante
dégradable|dégradable
dégradant|dégradante
dégressif|dégressive
déguenillé|déguenillée
dégénératif|dégénératives
déicide|déicide
délassant|délassante
délectable|délectable
délibératif|délibérative
délibératif|délibératives
délibéré|délibérée
délicat|délicate
délicieux|délicieuse
délictuel|délictuelle
délictueux|délictueuse
déliquescent|déliquescente
délirant|délirante
déloyal|déloyale
déluré|délurée
délétère|délétère
démagogique|démagogique
dément|démente
démentiel|démentielle
démersal|démersale
démesuré|démesurée
démissionnaire|démissionnaire
démocrate|démocrate
démocratique|démocratique
démodé|démodée
démographique|démographique
démoniaque|démoniaque
